요양기관명,요양종별,시도명,도로명주소,표시과목명,개설일자,전화번호,lat,lng
방학삼성정형외과의원,의원,서울,"서울특별시 도봉구 도봉로 726, 5,6층 (방학동)",정형외과,2025-08-13,02-955-7588,37.6690623787094,127.043851849234
오렌지온누리약국,약국,서울,"서울특별시 송파구 오금로11길 37, 대명벨리온 1층 101호 (방이동)",,2025-08-18,02-416-5431,37.5156434098608,127.111189601349
봉은사청년약국,약국,서울,"서울특별시 강남구 영동대로 602, 5층 (삼성동, 삼성동 미켈란 107)",,2025-08-21,010-9718-2818,37.5147215906749,127.060483947525
노원세라산부인과의원,의원,서울,"서울특별시 노원구 노해로 490, 길빌딩 5층 501호~503호 (상계동)",산부인과,2025-08-27,02-2039-1963,37.6544097398982,127.062410925814
방학연세이비인후과의원,의원,서울,"서울특별시 도봉구 도봉로 726, 3층 (방학동)",이비인후과,2025-08-19,02-6409-7582,37.6690623787094,127.043851849234
리앤리성형외과의원,의원,서울,"서울특별시 서초구 강남대로 423, 한승빌딩 501호 (서초동)",성형외과,2025-08-04,02-2138-1679,37.5003097069231,127.025815300449
강남예스외과의원,의원,서울,"서울특별시 서초구 강남대로34길 5, (2층, 3층) (양재동)",외과,2025-08-01,02-577-5600,37.4829146347447,127.036268739092
셀리데이의원,의원,서울,"서울특별시 강남구 테헤란로 120, 상경빌딩 6층 (역삼동)",일반의,2025-08-12,02-553-3737,37.4985885669089,127.030856939816
고터메트로약국,약국,서울,"서울특별시 서초구 신반포로 지하188, 강남고속터미널역 7호선 지하2층 202,203,204호 (반포동)",,2025-08-13,070-8885-0707,37.5049267445237,127.004949918697
매일여는약국,약국,서울,서울특별시 영등포구 영중로,,2025-08-18,02-2677-3580,37.5240566401073,126.905276394536
믿음준치과의원,치과의원,서울,"서울특별시 관악구 은천로 118, 5층 (봉천동)",,2025-08-28,02-885-2080,37.4865773444128,126.948297103432
슬림업의원,의원,서울,"서울특별시 서초구 서초대로73길 54, 서초동 오피스텔 201호 (서초동)",일반의,2025-08-14,02-1800-1241,37.5020135169887,127.024071206653
바로1층한의원,한의원,서울,"서울특별시 영등포구 영신로9나길 18, 1층 (영등포동)",,2025-08-14,02-2039-2959,37.513769877018,126.905823730292
다온약국,약국,서울,"서울특별시 관악구 관악로 200, 1동 1층 2호 (봉천동)",,2025-08-26,02-875-7002,37.4826749700262,126.954148680121
채움산부인과의원,의원,서울,"서울특별시 용산구 서빙고로 17, 센트럴파크 2층 2029, 2030, 2031호 (한강로3가)",산부인과,2025-08-18,02-6218-0501,37.5269056148241,126.966566172294
이백점치과의원,치과의원,서울,"서울특별시 양천구 남부순환로 352, 3층 A·B호 (신월동)",,2025-08-22,02-2695-2001,37.5355644146707,126.827915323456
파르크도산의원,의원,서울,"서울특별시 강남구 언주로170길 20, 신사청호빌딩 2층 (신사동)",일반의,2025-08-21,02-512-5758,37.5266692180607,127.035204204569
더조은내과의원,의원,서울,"서울특별시 강동구 구천면로 664, 2, 3층 201, 301, 302호 (상일동)",내과,2025-08-12,02-426-6500,37.5507923893164,127.171761963136
요정의손외과의원,의원,서울,"서울특별시 송파구 백제고분로 176, 2,3층 (잠실동)",외과,2025-08-04,02-418-2025,37.5046432504216,127.086139017992
므두셀라의원,의원,서울,"서울특별시 강남구 논현로134길 15, 3~4층 (논현동)",일반의,2025-08-26,02-6204-8180,37.5157810373399,127.031412504218
더바른안과의원,의원,서울,"서울특별시 영등포구 신풍로 28, 에코동 지하1층 119,120,121,122,123,124,125호 (신길동, 비스타동원)",안과,2025-08-27,010-4747-2032,37.4998139228913,126.90960294998
해영약국,약국,서울,"서울특별시 은평구 진흥로 189-1, 101호 (대조동, 해영메디컬빌딩)",,2025-08-06,010-8549-8322,37.6087782759233,126.930573644622
경희이룸한의원,한의원,서울,"서울특별시 서초구 잠원로4길 50, 메이플 자이 근린생활시설 2동 2층 203~205호 (잠원동)",,2025-08-22,02-593-8575,37.512777866474,127.011981173143
관악본튼튼의원,의원,서울,"서울특별시 관악구 관악로 200, 2,3층 201,202,203,204,303,304호호 (봉천동)",일반의,2025-08-01,02-6953-9321,37.4826749700262,126.954148680121
이룸약국,약국,서울,"서울특별시 강서구 마곡중앙로 143, 르웨스트시티 지하2층 210호일부호 (마곡동)",,2025-08-14,0507-1456-2467,37.5647750742195,126.825252880539
신정내곁에약국,약국,서울,"서울특별시 양천구 중앙로 273, 1층 (신정동)",,2025-08-12,070-4227-0045,37.5206724116706,126.852351022787
고품한의원,한의원,서울,"서울특별시 중랑구 망우로 285-1, 3층 (상봉동)",,2025-08-21,02-434-4584,37.5962797786904,127.084180491236
단주한의원,한의원,서울,"서울특별시 서초구 서초중앙로22길 8, 행림약품(2층 일부) 2층 (서초동)",,2025-08-06,010-9346-1076,37.4930329589862,127.01439203136
강남고려치과의원,치과의원,서울,"서울특별시 관악구 관악로 242, 강남고려병원 3층 (봉천동)",,2025-08-29,02-6101-2875,37.4856188363947,126.956781703053
서울재활의학과의원,의원,서울,"서울특별시 강동구 고덕비즈밸리로2가길 60, s 그라운드 3층 (고덕동)",재활의학과,2025-08-05,02-481-2025,37.5679035549427,127.159702711319
올라라의원,의원,서울,"서울특별시 강남구 논현로171길 11, 3층 (신사동)",일반의,2025-08-19,02-512-0101,37.5254601578759,127.027406738852
올림픽파크365의원,의원,서울,"서울특별시 강동구 양재대로 1313, 1,2,5층 (성내동)",일반의,2025-08-04,02-482-1119,37.5236258595432,127.134398901467
강남에이치약국,약국,서울,"서울특별시 강남구 학동로 337, H타워 1층 (논현동)",,2025-08-08,010-9669-3370,37.5170718563031,127.039928031242
연세보스톤치과의원,치과의원,서울,"서울특별시 서초구 잠원로4길 50, 2동 4층 406~408호 (잠원동)",,2025-08-12,02-2138-2837,37.512777866474,127.011981173143
큰별약국,약국,서울,"서울특별시 관악구 남부순환로239길 6, 1층 (봉천동)",,2025-08-29,070-7622-5179,37.4783967143403,126.961482704722
부민 프레스티지 라이프케어센터 마곡의원,의원,서울,"서울특별시 강서구 공항대로 165, D동 4층 (마곡동)",일반의,2025-08-04,1644-6725,37.5608751008131,126.824695969186
오르세의원,의원,서울,"서울특별시 서대문구 신촌로37길 10, 아현 메디컬 4층 401호 (북아현동)",일반의,2025-08-19,02-365-8015,37.5576654886412,126.957137829236
미오그린슈머병리과의원,의원,서울,"서울특별시 금천구 가산디지털1로 151, 이노플렉스1차 9층 901~902호 (가산동)",병리과,2025-08-25,02-853-1336,37.4788287293681,126.881107405152
건대365알찬약국,약국,서울,"서울특별시 광진구 능동로13길 11, 1층 일부호 (화양동)",,2025-08-25,02-2138-1921,37.5426534234189,127.071049741936
건대닥터에버스의원,의원,서울,"서울특별시 광진구 능동로 87, 203~209-1호 (자양동)",일반의,2025-08-13,02-6952-7131,37.5391217174545,127.069633616599
리베리의원,의원,서울,"서울특별시 서초구 강남대로69길 8, 케이아이타워(K I타워) 지하1층, 지하2층 (서초동)",일반의,2025-08-11,02-2039-2822,37.5018444583427,127.024653352058
지안약국,약국,서울,"서울특별시 송파구 양재대로 1222, 올림픽프라자 3층 29-2호 (방이동)",,2025-08-07,070-7576-4817,37.5157276361757,127.131063164753
단오약국,약국,서울,"서울특별시 광진구 면목로 141-1, 1층 (중곡동)",,2025-08-18,02-463-5345,37.5661811432766,127.081161347637
동대문플라자약국,약국,서울,"서울특별시 중구 장충단로 263, 밀리오레상가건물 13층 2-2호 (을지로6가)",,2025-08-26,010-8887-6432,37.5681156942942,127.008472686741
거평원약국,약국,서울,"서울특별시 강남구 봉은사로 129, 거평타운오피스텔 지하1층 1호 (논현동)",,2025-08-13,010-2019-3450,37.5059164529797,127.028313428889
편한연세치과의원,치과의원,울산,"울산광역시 북구 화봉로 60, 명보연암상가 203호 (연암동)",,2025-08-13,052-288-2928,35.5879393626344,129.365670692059
온양밝은약국,약국,울산,"울산광역시 울주군 온양읍 보곡2길 30-38, 1층 102호",,2025-08-27,052-238-8852,35.409662840687,129.293111489926
경희솔한의원,한의원,울산,"울산광역시 울주군 온산읍 덕남로 13, 1층",,2025-08-13,052-238-1075,35.4330629954804,129.311492448827
하나가정의학과의원,의원,경기,"경기도 화성시 병점구 효행로 990, 비젼월드 3층 (진안동)",가정의학과,2025-08-05,031-526-0030,37.2111924156472,127.036371138681
동문약국,약국,경기,"경기도 안양시 동안구 흥안대로 525, 1층 102호 (관양동)",,2025-08-27,010-5037-3789,37.4008887775679,126.976241155958
2층종로약국,약국,경기,"경기도 안산시 단원구 광덕동로 101, 두일빌딩 204호 (고잔동)",,2025-08-19,031-482-3300,37.3136011108716,126.832667820336
리연한의원,한의원,경기,"경기도 성남시 중원구 갈마치로288번길 14, 성남 SK V1 tower A동 B135호 (상대원동)",,2025-08-26,031-8035-3800,37.4395083574529,127.173853024092
에이치약국,약국,경기,"경기도 남양주시 진건읍 사릉로442번길 13, 주1동 1층 일부호",,2025-08-29,010-3711-8945,37.6584483641536,127.177100997098
태안정형외과의원,의원,경기,"경기도 화성시 병점구 효행로 990, 비젼월드 3층 303,302일부호 (진안동)",정형외과,2025-08-05,010-5262-2312,37.2111924156472,127.036371138681
천리서울치과의원,치과의원,경기,경기도 용인시 처인구 이동읍 이원로,,2025-08-19,031-333-2878,37.1597128572906,127.255513656009
가든약국,약국,경기,"경기도 과천시 과천대로 111, 렉서 3층 305(일부)호 (갈현동)",,2025-08-21,02-504-0525,37.4126466419334,126.980689011081
분당모두의사랑니치과의원,치과의원,경기,"경기도 성남시 분당구 황새울로 337, 웰빙프라자 401 일부호 (서현동)",,2025-08-28,031-708-8287,37.3862848381612,127.122429940582
롯데평촌바라기한약국,약국,경기,"경기도 안양시 동안구 시민대로 180, G.SQURE, 롯데백화점 평촌점 지하1층 (호계동)",,2025-08-20,031-8086-9084,37.390002179095,126.950178643649
365마음약국,약국,경기,"경기도 파주시 숲속노을로 128, 서래메디컬프라자 111, 112호 (동패동)",,2025-08-21,031-957-3653,37.7123510731959,126.715134592775
행복나무약국,약국,경기,경기도 고양시 일산서구 고양대로,,2025-08-28,010-4251-0487,37.6755594333397,126.74483778837
연세소아청소년과의원,의원,경기,경기도 파주시 해올로,소아청소년과,2025-08-27,031-942-8875,37.7352945129116,126.729355794159
스마일온누리약국,약국,경기,"경기도 수원시 팔달구 매산로 30, 101,102호 (매산로2가)",,2025-08-12,010-5389-7125,37.2676124780215,127.004788229768
당근온누리약국,약국,경기,"경기도 용인시 처인구 고림로 136, 1층 106호 (고림동)",,2025-08-21,031-322-3295,37.244222396245,127.21819126729
톤즈의원,의원,경기,"경기도 광주시 광주대로 31, 11층 1101-1104호 (경안동)",일반의,2025-08-13,031-8027-9390,37.4093522423759,127.260232570362
과천바른성모정형외과의원,의원,경기,"경기도 과천시 과천대로 111, 렉서 301, 302, 303호 (갈현동)",정형외과,2025-08-11,02-507-7777,37.4126466419334,126.980689011081
튼튼약국,약국,경기,"경기도 광명시 시청로 70, 철산자이더헤리티지 2번상가 2층 18호 (철산동)",,2025-08-20,010-2154-1360,37.4820193247975,126.871335111183
참밝은미소치과의원,치과의원,경기,"경기도 광명시 시청로 70, 철산자이더헤리티지 2동 2층 225-230호 (철산동)",,2025-08-25,02-2616-2228,37.4820193247975,126.871335111183
애플산부인과의원,의원,경기,"경기도 광명시 철산로 36, 양정타워 6층 (철산동)",산부인과,2025-08-27,02-6746-1000,37.4763126069551,126.870100850823
도담약국,약국,경기,"경기도 용인시 처인구 모현읍 백옥대로2476번길 25, 106호",,2025-08-18,031-526-2234,37.3446143206605,127.253635575071
365부엉이한의원,한의원,경기,"경기도 광명시 시청로 70, 2동 3층 321-324호 (철산동)",,2025-08-18,02-2612-3650,37.4820193247975,126.871335111183
안양센트럴치과의원,치과의원,경기,"경기도 안양시 만안구 안양로 285, 3층 (안양동)",,2025-08-29,031-360-2808,37.3978729732638,126.921874955175
연세새맘요양병원,요양병원,경기,경기도 남양주시 오남읍 진건오남로884번길 22-20,,2025-08-19,031-571-8879,37.7053996708382,127.199319010637
생생약국,약국,경기,경기도 안양시 만안구 안양로,,2025-08-12,031-360-4644,37.4002588406329,126.920200295638
분당새로이치과의원,치과의원,경기,"경기도 성남시 분당구 불정로376번길 7, 건일빌딩 4층 일부호 (서현동)",,2025-08-25,031-702-7522,37.3737178202958,127.137039054723
365다움의원,의원,경기,경기도 파주시 숲속노을로,일반의,2025-08-26,031-935-5617,37.7154020046227,126.71337698833
새숨길내과의원,의원,경기,"경기도 안산시 단원구 광덕동로 101, 두일빌딩 206호 (고잔동)",내과,2025-08-11,031-414-4375,37.3136011108716,126.832667820336
인덕원고려더튼튼의원,의원,경기,"경기도 안양시 동안구 흥안대로 525, 4층 (관양동)",일반의,2025-08-26,031-425-2581,37.4008887775679,126.976241155958
고산365연치과의원,치과의원,경기,경기도 의정부시 서광로,,2025-08-28,031-838-2282,37.727283146643,127.110872290504
밴스의원,의원,경기,"경기도 시흥시 장곡1로 5, 파라곤프라자 301~303, 306~309호 (장곡동)",일반의,2025-08-28,031-8042-3652,37.3796573831245,126.784797455123
수원웰니스내과의원,의원,경기,"경기도 수원시 권선구 경수대로 202, IPARK CITY 수원 아이파크 시티 12단지 2층 80~91호 (권선동)",내과,2025-08-26,031-8067-6110,37.245848729605,127.018191977858
병점연세세브란스 치과의원,치과의원,경기,"경기도 화성시 병점구 병점2로 38, 2동 3층 (병점동)",,2025-08-18,031-309-2882,37.2064017319406,127.040995151085
남양주메가몰약국,약국,경기,경기도 남양주시 고산로,,2025-08-29,031-576-8148,37.5941489803308,127.192907959202
